AsOfDate,SecurityId,Description,Sector,Subsector,Currency
2025-01-25,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-25,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-26,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-01-26,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-26,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-26,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-26,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-26,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-26,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-26,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-26,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-26,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-26,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-01-26,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-26,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-26,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Risk,USD
2025-01-26,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-26,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-26,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-26,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-26,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-26,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-26,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-26,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-01-26,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-26,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-26,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-26,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-26,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-26,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-01-26,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-26,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-01-26,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-26,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-26,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-26,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-26,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-26,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-01-26,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-01-26,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-26,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-26,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-26,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-26,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-26,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-26,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-01-26,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-01-26,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-01-26,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-01-26,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-26,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-26,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-27,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-01-27,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-27,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-27,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-27,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-27,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-27,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-27,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-27,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-27,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-27,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-01-27,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-27,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-27,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Risk,USD
2025-01-27,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-27,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-27,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-27,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-27,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-27,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-27,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-27,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-01-27,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-27,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-27,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-27,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-27,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-27,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-01-27,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-27,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-01-27,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-27,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-27,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Carry,USD
2025-01-27,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-27,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-27,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-01-27,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-01-27,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-27,SHY49RS,Residential Risk Bond SHY49RS,Residential,Carry,USD
2025-01-27,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-27,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-27,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-27,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-27,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-01-27,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-01-27,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-01-27,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-01-27,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-27,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-27,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-28,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-01-28,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-28,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-28,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-28,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-28,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-28,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-28,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-28,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-28,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-28,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-01-28,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-28,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-28,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Risk,USD
2025-01-28,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-28,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-28,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-28,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-28,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-28,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-28,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-28,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-01-28,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-28,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-28,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-28,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-28,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-28,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-01-28,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-28,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-01-28,PXL69KL,Office CMBS Investment PXL69KL,Commercial,SASB,USD
2025-01-28,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-01-28,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Carry,USD
2025-01-28,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-28,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-28,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-01-28,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-01-28,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-28,SHY49RS,Residential Risk Bond SHY49RS,Residential,Carry,USD
2025-01-28,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-28,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-28,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-28,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-28,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-01-28,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-01-28,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-01-28,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-01-28,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-28,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-28,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-29,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-01-29,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-29,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-29,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-29,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-29,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-29,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-29,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-29,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-29,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-29,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-01-29,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-29,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-29,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Risk,USD
2025-01-29,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-29,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-29,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-29,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-29,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-29,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-29,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-29,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-01-29,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-29,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-29,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-01-29,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-29,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-29,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-01-29,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-29,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-01-29,PXL69KL,Office CMBS Investment PXL69KL,Commercial,SASB,USD
2025-01-29,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-01-29,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Carry,USD
2025-01-29,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-29,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-29,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-01-29,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-01-29,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-29,SHY49RS,Residential Risk Bond SHY49RS,Residential,Carry,USD
2025-01-29,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-29,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-29,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-29,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-29,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-01-29,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-01-29,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-01-29,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-01-29,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-29,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-29,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-30,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-01-30,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-30,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-30,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-30,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-30,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-30,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-30,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-30,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-30,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-30,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-01-30,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-30,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-30,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Risk,USD
2025-01-30,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-30,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-30,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-30,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-30,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-30,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-30,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-30,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-01-30,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-30,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-30,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-01-30,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-30,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-30,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-01-30,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-30,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-01-30,PXL69KL,Office CMBS Investment PXL69KL,Commercial,SASB,USD
2025-01-30,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-01-30,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Carry,USD
2025-01-30,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-30,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-30,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-01-30,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-01-30,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-30,SHY49RS,Residential Risk Bond SHY49RS,Residential,Carry,USD
2025-01-30,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-30,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-30,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-30,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-30,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-01-30,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-01-30,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-01-30,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-01-30,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-30,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-30,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-31,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-01-31,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-31,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-31,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-31,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-31,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-31,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-31,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-31,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-31,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-31,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-01-31,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-31,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-31,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Risk,USD
2025-01-31,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-31,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-31,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-31,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-31,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-31,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-31,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-31,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-01-31,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-31,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-31,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-01-31,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-31,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-31,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-01-31,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-31,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-01-31,PXL69KL,Office CMBS Investment PXL69KL,Commercial,SASB,USD
2025-01-31,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-01-31,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Carry,USD
2025-01-31,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-31,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-31,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-01-31,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-01-31,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-31,SHY49RS,Residential Risk Bond SHY49RS,Residential,Carry,USD
2025-01-31,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-31,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-31,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-31,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-31,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-01-31,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-01-31,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-01-31,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Risk,USD
2025-01-31,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-31,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-31,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-01,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-01,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-01,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-02-01,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-01,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-02-01,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-02-01,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-01,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-02-01,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-01,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-02-01,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-02-01,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-01,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-02-01,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-02-01,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-01,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-01,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-02-01,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-01,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-01,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
